House area,Storeys,Yard Area,Water supply,Electricity,House Material,House Condition,Number of Bedrooms,Land Category,Ground Status,Bathroom,Sewerage,Heating,Gas,Cellar,Terrace,Garage,Bath,Security,Swimming pool,Year Built,Class,Price
546.0,4.0,21.0,Central,Yes,Monolithic,Can live,6.0,Not specified,Individual housing construction,In the house,Central,Autonomous gas,Mainline in the house or on the plot,0.0,0.0,1.0,1.0,1.0,1.0,,Other,41000000.0
520.0,3.0,14.0,Central,Yes,Monolithic,Not specified,4.0,Not specified,Individual housing construction,In the house,Central,Central gas,Mainline in the house or on the plot,0.0,0.0,1.0,1.0,1.0,1.0,2014.0,Other,42000000.0
270.0,2.0,8.0,Central,Yes,Brick,Can live,4.0,Lands of populated areas,Individual housing construction,1 at home,Central,Central gas,Mainline in the house or on the plot,1.0,1.0,1.0,1.0,1.0,1.0,2023.0,Other,28000000.0
160.0,2.0,5.0,Central,Yes,Monolithic,Needs repairs,3.0,Lands of populated areas,Individual housing construction,1 at home,Septic,Autonomous gas,Mainline in the house or on the plot,0.0,1.0,0.0,0.0,0.0,0.0,,Other,19500000.0
92.0,2.0,5.3,Central,Yes,Block,Can live,2.0,Not specified,Gardening,In the house,Yes,No,Yes,0.0,0.0,0.0,0.0,0.0,0.0,2018.0,Other,26000000.0
196.0,2.0,7.0,Central,Yes,Monolithic,Can live,4.0,Lands of populated areas,Individual housing construction,3 at home,Central,Autonomous gas,Mainline in the house or on the plot,1.0,1.0,1.0,1.0,1.0,1.0,2019.0,Other,19000000.0
88.1,3.0,2.0,Yes,Yes,Monolithic,Not specified,,Not specified,Not specified,In the house,Yes,Central gas,Yes,0.0,0.0,0.0,0.0,0.0,0.0,2024.0,Other,22400000.0
200.0,3.0,3.0,Central,Yes,Other,Can live,13.0,Agricultural,Individual housing construction,8 at home,Central,Autonomous gas,Mainline in the house or on the plot,0.0,1.0,0.0,0.0,0.0,0.0,2015.0,Other,27000000.0
250.0,2.0,5.0,Central,Yes,Monolithic,Needs repairs,4.0,Lands of populated areas,Individual housing construction,4 at home,Central,Central gas,Mainline in the house or on the plot,1.0,0.0,0.0,0.0,0.0,1.0,,Other,28000000.0
210.0,2.0,6.0,Central,Yes,Monolithic,Needs repairs,4.0,Lands of populated areas,Individual housing construction,1 at home,Septic,Autonomous gas,Mainline in the house or on the plot,0.0,1.0,1.0,1.0,1.0,1.0,,Other,22000000.0
145.0,2.0,4.5,Central,Yes,Monolithic,Needs repairs,4.0,Lands of populated areas,Individual housing construction,2 at home,Central,Autonomous gas,Mainline in the house or on the plot,0.0,1.0,0.0,0.0,0.0,0.0,2022.0,Other,22000000.0
220.0,2.0,5.0,No,No,Other,Not specified,,Not specified,Not specified,Not specified,No,No,No,0.0,0.0,0.0,0.0,0.0,0.0,,Business,30000000.0
270.0,2.0,6.0,Central,Yes,Monolithic,Can live,5.0,Other,Individual housing construction,1 at home,Central,Central gas,Gasholder,1.0,1.0,1.0,1.0,1.0,1.0,,Other,31000000.0
380.0,2.0,10.0,Central,Yes,Monolithic,Can live,5.0,Lands of populated areas,Individual housing construction,1 at home,Central,Autonomous gas,Mainline in the house or on the plot,0.0,0.0,1.0,0.0,0.0,0.0,2022.0,Other,35000000.0
57.9,1.0,8.8,Yes,Yes,Other,Not specified,,Not specified,Not specified,Not specified,No,No,No,0.0,0.0,0.0,0.0,0.0,0.0,,Other,13500000.0
386.0,2.0,12.0,Central,Yes,Monolithic,Can live,5.0,Lands of populated areas,Individual housing construction,4 at home,Central,Central gas,Mainline in the house or on the plot,0.0,1.0,1.0,1.0,1.0,1.0,,Other,36000000.0
175.0,2.0,5.5,Central,Yes,Monolithic,Can live,,Lands of populated areas,Individual housing construction,1 at home,Septic,Autonomous gas,Mainline in the house or on the plot,0.0,1.0,1.0,1.0,0.0,1.0,2022.0,Other,35000000.0
100.0,2.0,3.0,Central,Yes,Foam concrete block,Needs repairs,3.0,Lands of populated areas,Individual housing construction,1 at home,Central,Central gas,Mainline in the house or on the plot,0.0,0.0,0.0,0.0,0.0,0.0,,Other,20500000.0
64.0,3.0,4.0,Central,Yes,Frame,Not specified,1.0,Not specified,Individual housing construction,1 at home,Central,Electric,Magistralny along the border,0.0,0.0,1.0,0.0,0.0,0.0,2021.0,Other,18600000.0
420.0,3.0,14.0,Central,Yes,Monolithic,Needs repairs,4.0,Not specified,Individual housing construction,5 at home,Central,Central gas,Mainline in the house or on the plot,1.0,1.0,1.0,1.0,1.0,1.0,2020.0,Other,18000000.0
350.0,2.0,12.0,Central,Yes,Monolithic,Can live,4.0,Lands of populated areas,Individual housing construction,4 at home,Central,Central gas,Mainline in the house or on the plot,1.0,1.0,1.0,1.0,1.0,1.0,2021.0,Other,68000000.0
260.0,2.0,13.0,Central,Yes,Monolithic,Can live,4.0,Lands of populated areas,Individual housing construction,4 at home,Central,Central gas,Mainline in the house or on the plot,1.0,1.0,1.0,1.0,1.0,1.0,,Other,24000000.0
380.0,2.0,8.0,Central,Yes,Other,Not specified,,Not specified,Individual housing construction,In the house,Central,Central gas,Mainline in the house or on the plot,0.0,0.0,1.0,1.0,1.0,1.0,,Other,25000000.0
79.8,3.0,2.07,Yes,Yes,Monolithic,Not specified,3.0,Not specified,Gardening,In the house,Central,Autonomous gas,Mainline in the house or on the plot,0.0,0.0,0.0,0.0,0.0,0.0,2022.0,Other,18000000.0
350.0,3.0,7.0,Central,Yes,Monolithic,Can live,4.0,Lands of populated areas,Individual housing construction,In the house,Central,Autonomous gas,Mainline in the house or on the plot,1.0,1.0,1.0,1.0,1.0,1.0,2018.0,Other,22000000.0
250.0,2.0,14.0,Central,Yes,Monolithic,Can live,,Lands of populated areas,Individual housing construction,1 in yard,Central,Central gas,Mainline in the house or on the plot,0.0,1.0,1.0,1.0,1.0,1.0,2023.0,Other,40000000.0
310.0,2.0,10.0,Yes,Yes,Monolithic,Not specified,,Not specified,Individual housing construction,In the house,Yes,Central gas,Mainline in the house or on the plot,0.0,0.0,1.0,1.0,1.0,1.0,,Other,35000000.0
185.0,3.0,15.0,Central,Yes,Wood,Can live,4.0,Lands of populated areas,Individual housing construction,4 at home,Central,Central gas,Mainline in the house or on the plot,1.0,1.0,1.0,1.0,1.0,1.0,,Other,15000000.0
300.0,4.0,9.0,Yes,Yes,Other,Not specified,,Not specified,Not specified,Not specified,Yes,No,Yes,0.0,0.0,0.0,0.0,0.0,0.0,,Other,35000000.0
290.0,2.0,12.0,Central,Yes,Monolithic,Not specified,4.0,Not specified,Individual housing construction,3 at home,Central,Central gas,Mainline in the house or on the plot,0.0,0.0,0.0,0.0,1.0,1.0,,Other,38000000.0
182.8,2.0,5.0,No,Yes,Other,Can live,6.0,Not specified,Individual housing construction,In the house,No,No,Magistralny along the border,0.0,1.0,0.0,0.0,0.0,1.0,,Other,40000000.0
244.4,,4.0,No,No,Other,Not specified,,Not specified,Not specified,Not specified,No,No,No,0.0,0.0,0.0,0.0,0.0,0.0,,Elite,65000000.0
280.0,2.0,8.0,Central,Yes,Brick,Can live,4.0,Lands of populated areas,Individual housing construction,1 in yard,Central,Central gas,Mainline in the house or on the plot,1.0,1.0,1.0,1.0,1.0,1.0,,Other,39000000.0
452.0,3.0,8.3,Central,Yes,Brick,Can live,5.0,Lands of populated areas,Gardening,5 at home,Septic,Central gas,Magistralny along the border,1.0,1.0,1.0,0.0,0.0,0.0,2022.0,Other,129999999.0
350.0,2.0,1.0,No,No,Other,Not specified,,Not specified,Not specified,Not specified,No,No,No,0.0,0.0,0.0,0.0,0.0,0.0,,Comfort,50000000.0
188.0,2.0,10.0,Central,Yes,Monolithic,Can live,4.0,Lands of populated areas,Individual housing construction,4 at home,Central,Central gas,Mainline in the house or on the plot,1.0,1.0,1.0,1.0,1.0,1.0,2021.0,Other,15000000.0
260.0,2.0,8.0,Central,Yes,Monolithic,Can live,3.0,Lands of populated areas,Individual housing construction,3 at home,Central,Central gas,Mainline in the house or on the plot,0.0,1.0,1.0,1.0,1.0,1.0,,Other,30000000.0
254.0,2.0,6.3,Central,Yes,Monolithic,Can live,2.0,Lands of populated areas,Individual housing construction,2 at home,Central,Autonomous gas,Mainline in the house or on the plot,1.0,1.0,1.0,0.0,1.0,1.0,2020.0,Other,35000000.0
140.0,3.0,3.0,No,No,Monolithic,Can live,,Lands of populated areas,Individual housing construction,Not specified,No,No,No,0.0,0.0,0.0,0.0,0.0,0.0,,Comfort,39500000.0
700.0,3.0,10.0,Central,Yes,Monolithic,Can live,6.0,Lands of populated areas,Individual housing construction,In the house,Central,Autonomous gas,Mainline in the house or on the plot,1.0,1.0,1.0,1.0,1.0,1.0,,Other,35000000.0
250.0,2.0,20.0,Central,Yes,Monolithic,Can live,6.0,Lands of populated areas,Individual housing construction,4 at home,Central,Central gas,Mainline in the house or on the plot,1.0,1.0,1.0,1.0,1.0,1.0,2022.0,Other,19500000.0
350.0,3.0,10.0,Central,Yes,Monolithic,Can live,3.0,Lands of populated areas,Individual housing construction,3 at home,Central,Central gas,Mainline in the house or on the plot,0.0,1.0,1.0,1.0,1.0,1.0,2018.0,Other,42000000.0
400.0,2.0,10.0,Central,Yes,Monolithic,Can live,5.0,Lands of populated areas,Individual housing construction,1 at home,Central,Central gas,Mainline in the house or on the plot,1.0,1.0,1.0,1.0,1.0,1.0,,Other,30000000.0
400.0,2.0,20.0,Central,Yes,Monolithic,Can live,,Lands of populated areas,Individual housing construction,1 at home,Central,Central gas,Mainline in the house or on the plot,1.0,1.0,1.0,1.0,1.0,1.0,,Other,23000000.0
334.2,,4.0,No,No,Other,Not specified,,Not specified,Not specified,Not specified,No,No,No,0.0,0.0,0.0,0.0,0.0,0.0,,Business,140001000.0
200.0,2.0,6.0,Central,Yes,Monolithic,Not specified,4.0,Not specified,Individual housing construction,In the house,No,Autonomous gas,Magistralny along the border,0.0,0.0,0.0,1.0,0.0,1.0,2021.0,Other,20000000.0
465.0,4.0,13.0,Central,Yes,Monolithic,Can live,8.0,Lands of populated areas,Individual housing construction,6 at home,Central,Central gas,Mainline in the house or on the plot,1.0,1.0,1.0,1.0,1.0,1.0,,Other,29000000.0
120.0,2.0,2.0,Central,Yes,Monolithic,Can live,2.0,Lands of populated areas,Individual housing construction,1 at home,Central,Central gas,Mainline in the house or on the plot,0.0,1.0,0.0,0.0,1.0,0.0,2019.0,Other,37000000.0
160.0,2.0,7.0,Central,Yes,Wood,Can live,3.0,Lands of populated areas,Individual housing construction,3 at home,Central,Central gas,Mainline in the house or on the plot,0.0,1.0,1.0,1.0,0.0,1.0,2019.0,Other,15000000.0
50.0,1.0,7.0,Well,Yes,Other,Needs to be completed,2.0,Lands of populated areas,Individual housing construction,1 at home,Septic,Electric,No,0.0,0.0,0.0,0.0,0.0,0.0,2023.0,Other,7500000.0
220.0,2.0,8.0,Yes,Yes,Monolithic,Not specified,4.0,Not specified,Individual housing construction,In the house,Yes,Central gas,Mainline in the house or on the plot,0.0,0.0,1.0,0.0,0.0,1.0,,Other,26000000.0
350.0,2.0,12.0,Yes,Yes,Monolithic,Not specified,4.0,Not specified,Individual housing construction,In the house,Yes,Central gas,Mainline in the house or on the plot,0.0,0.0,1.0,1.0,1.0,1.0,,Other,35000000.0
260.0,3.0,6.0,No,No,Other,Not specified,,Not specified,Not specified,Not specified,No,No,No,0.0,0.0,0.0,0.0,0.0,0.0,,Comfort,35000000.0
195.0,2.0,7.0,Central,Yes,Brick,Can live,4.0,Lands of populated areas,Individual housing construction,2 at home,Central,Autonomous gas,Mainline in the house or on the plot,0.0,1.0,0.0,0.0,1.0,1.0,2018.0,Other,19300000.0
198.0,2.0,4.0,No,Yes,Monolithic,Not specified,4.0,Not specified,Individual housing construction,In the house,No,No,Mainline in the house or on the plot,0.0,0.0,1.0,0.0,0.0,1.0,2022.0,Other,22500000.0
350.0,3.0,4.0,No,No,Other,Not specified,,Not specified,Not specified,Not specified,No,No,No,0.0,0.0,0.0,0.0,0.0,0.0,,Economy,39000000.0
283.3,2.0,8.68,No,No,Other,Not specified,4.0,Not specified,Not specified,Not specified,No,No,No,0.0,0.0,0.0,0.0,0.0,0.0,,Comfort,200000000.0
1000.0,2.0,30.0,Central,Yes,Monolithic,Not specified,6.0,Not specified,Individual housing construction,5 at home,Yes,Autonomous gas,Mainline in the house or on the plot,0.0,0.0,1.0,1.0,1.0,1.0,,Other,49000000.0
340.0,2.0,14.0,Central,Yes,Monolithic,Not specified,5.0,Not specified,Individual housing construction,In the house,Yes,Central gas,Mainline in the house or on the plot,0.0,0.0,1.0,1.0,1.0,1.0,2016.0,Other,34000000.0
149.0,2.0,3.4,Central,Yes,Monolithic,Not specified,4.0,Not specified,Gardening,2 at home,Central,Central gas,Magistralny along the border,0.0,1.0,0.0,0.0,0.0,0.0,2019.0,Other,12700000.0
520.0,2.0,10.0,Central,Yes,Monolithic,Not specified,4.0,Not specified,Individual housing construction,3 at home,Central,Central gas,Mainline in the house or on the plot,0.0,0.0,1.0,1.0,1.0,1.0,2020.0,Other,32000000.0
202.0,2.0,8.0,Central,Yes,Brick,Needs repairs,4.0,Not specified,Individual housing construction,1 at home,Septic,Central gas,Mainline in the house or on the plot,0.0,0.0,1.0,0.0,0.0,0.0,2023.0,Other,16000000.0
500.0,2.0,5.0,Central,Yes,Monolithic,Can live,,Other,Individual housing construction,10 at home,Central,Autonomous gas,Magistralny along the border,0.0,1.0,0.0,0.0,0.0,0.0,2022.0,Other,110000000.0
250.0,2.0,9.0,Central,Yes,Monolithic,Needs repairs,4.0,Lands of populated areas,Individual housing construction,3 at home,Central,Autonomous gas,Mainline in the house or on the plot,1.0,1.0,1.0,1.0,1.0,1.0,,Other,31000000.0
131.5,,5.0,No,Yes,Other,Can live,,Lands of populated areas,Gardening,1 at home,No,No,No,0.0,0.0,0.0,0.0,0.0,0.0,,Other,10000000.0
400.0,3.0,10.0,Central,Yes,Monolithic,Can live,6.0,Lands of populated areas,Individual housing construction,4 at home,Central,Central gas,Mainline in the house or on the plot,0.0,0.0,1.0,1.0,1.0,1.0,,Other,24000000.0
300.0,2.0,12.0,Central,Yes,Monolithic,Can live,4.0,Lands of populated areas,Individual housing construction,In the house,Central,Central gas,Mainline in the house or on the plot,1.0,1.0,1.0,1.0,1.0,1.0,,Other,25000000.0
290.0,2.0,6.0,Central,Yes,Brick,Can live,5.0,Lands of populated areas,Individual housing construction,1 at home,Central,Central gas,Mainline in the house or on the plot,1.0,1.0,0.0,0.0,1.0,0.0,2017.0,Other,32000000.0
220.0,2.0,8.0,Central,Yes,Monolithic,Can live,3.0,Lands of populated areas,Individual housing construction,3 at home,Central,Central gas,Mainline in the house or on the plot,1.0,1.0,1.0,1.0,1.0,1.0,2021.0,Other,28500000.0
265.5,,6.0,No,No,Other,Not specified,,Not specified,Not specified,Not specified,No,No,No,0.0,0.0,0.0,0.0,0.0,0.0,,Elite,75000000.0
250.0,2.0,7.0,Yes,Yes,Monolithic,Not specified,4.0,Not specified,Individual housing construction,In the house,Yes,Autonomous gas,Mainline in the house or on the plot,0.0,0.0,1.0,1.0,1.0,1.0,,Other,25000000.0
200.0,2.0,11.0,Central,Yes,Monolithic,Can live,4.0,Lands of populated areas,Individual housing construction,3 at home,Central,Central gas,Mainline in the house or on the plot,0.0,1.0,1.0,1.0,1.0,1.0,2020.0,Other,24000000.0
65.0,2.0,4.0,Central,Yes,Wood,Can live,4.0,Not specified,Individual housing construction,2 at home,Septic,Autonomous gas,Mainline in the house or on the plot,0.0,1.0,0.0,0.0,0.0,0.0,2022.0,Other,15000000.0
138.0,2.0,3.2,Yes,Yes,Other,Not specified,,Not specified,Not specified,Not specified,No,No,Yes,0.0,0.0,0.0,0.0,0.0,0.0,,Other,25000000.0
385.0,2.0,8.0,Central,Yes,Monolithic,Can live,4.0,Lands of populated areas,Individual housing construction,2 at home,Central,Autonomous gas,Mainline in the house or on the plot,1.0,1.0,1.0,1.0,1.0,1.0,2022.0,Other,21000000.0
242.0,2.0,6.1,Yes,Yes,Other,Not specified,,Not specified,Not specified,Not specified,Yes,No,Yes,0.0,0.0,0.0,0.0,0.0,0.0,,Other,42000000.0
204.0,2.0,11.5,Central,Yes,Monolithic,Can live,4.0,Lands of populated areas,Individual housing construction,4 at home,Central,Autonomous gas,Mainline in the house or on the plot,1.0,1.0,1.0,1.0,1.0,1.0,2020.0,Other,27800000.0
600.0,2.0,40.0,Yes,Yes,Monolithic,Not specified,5.0,Lands of populated areas,Individual housing construction,In the house,Yes,Autonomous gas,Mainline in the house or on the plot,0.0,0.0,1.0,1.0,1.0,1.0,2010.0,Other,450000000.0
420.0,2.0,15.0,Central,Yes,Monolithic,Can live,4.0,Lands of populated areas,Individual housing construction,In the house,Central,Autonomous gas,Mainline in the house or on the plot,1.0,1.0,1.0,1.0,1.0,1.0,2015.0,Other,43000000.0
330.0,3.0,7.0,Central,Yes,Foam concrete block,Can live,4.0,Lands of populated areas,Individual housing construction,3 at home,Central,Autonomous gas,Mainline in the house or on the plot,0.0,1.0,1.0,1.0,1.0,1.0,,Other,145000000.0
180.0,,4.0,Central,Yes,Monolithic,Can live,4.0,Lands of populated areas,Individual housing construction,In the house,Central,Electric,Magistralny along the border,0.0,0.0,0.0,0.0,0.0,0.0,,Other,16000000.0
350.0,2.0,10.0,Central,Yes,Monolithic,Can live,4.0,Lands of populated areas,Individual housing construction,4 at home,Central,Central gas,Mainline in the house or on the plot,1.0,1.0,1.0,1.0,1.0,1.0,,Other,39000000.0
550.0,2.0,10.0,Central,Yes,Monolithic,Not specified,5.0,Not specified,Individual housing construction,4 at home,Yes,Central gas,Mainline in the house or on the plot,0.0,0.0,1.0,1.0,1.0,1.0,2020.0,Other,38000000.0
450.0,3.0,55.0,Central,Yes,Monolithic,Can live,5.0,Lands of populated areas,Individual housing construction,6 at home,Central,Central gas,Mainline in the house or on the plot,1.0,1.0,1.0,1.0,1.0,1.0,,Other,35000000.0
150.0,1.0,8.0,Central,Yes,Brick,Can live,2.0,Lands of populated areas,Individual housing construction,In the house,Central,Central gas,Mainline in the house or on the plot,1.0,0.0,1.0,0.0,0.0,1.0,,Other,25000000.0
210.0,2.0,6.0,Central,Yes,Monolithic,Can live,4.0,Lands of populated areas,Individual housing construction,3 at home,Central,Autonomous gas,Mainline in the house or on the plot,1.0,1.0,1.0,1.0,1.0,1.0,2021.0,Other,32400000.0
240.0,2.0,5.3,Central,Yes,Monolithic,Can live,,Lands of populated areas,Individual housing construction,Not specified,Central,Autonomous gas,Mainline in the house or on the plot,0.0,0.0,0.0,0.0,0.0,0.0,2022.0,Other,34000000.0
360.0,3.0,10.0,Central,Yes,Monolithic,Not specified,5.0,Not specified,Individual housing construction,In the house,Yes,Central gas,Mainline in the house or on the plot,0.0,0.0,1.0,1.0,1.0,1.0,2020.0,Other,30000000.0
270.0,2.0,9.0,Central,Yes,Monolithic,Can live,5.0,Not specified,Individual housing construction,3 at home,Central,Central gas,Mainline in the house or on the plot,1.0,1.0,1.0,1.0,1.0,1.0,2019.0,Other,26500000.0
400.0,3.0,20.0,Central,Yes,Monolithic,Can live,5.0,Lands of populated areas,Individual housing construction,4 at home,Central,Central gas,Mainline in the house or on the plot,0.0,1.0,1.0,1.0,1.0,1.0,2018.0,Other,38000000.0
260.0,3.0,6.0,No,No,Other,Not specified,,Not specified,Not specified,Not specified,No,No,No,0.0,0.0,0.0,0.0,0.0,0.0,,Comfort,70000000.0
230.0,2.0,6.0,Yes,Yes,Monolithic,Not specified,4.0,Not specified,Individual housing construction,In the house,Yes,Central gas,Mainline in the house or on the plot,0.0,0.0,1.0,0.0,1.0,0.0,2020.0,Other,17000000.0
728.0,3.0,7.0,Central,Yes,Brick,Can live,7.0,Lands of populated areas,Individual housing construction,7 at home,Central,Autonomous gas,Mainline in the house or on the plot,1.0,1.0,1.0,1.0,1.0,1.0,2004.0,Other,380000000.0
300.0,2.0,12.0,Yes,Yes,Monolithic,Not specified,5.0,Not specified,Individual housing construction,In the house,Yes,Central gas,Mainline in the house or on the plot,0.0,0.0,1.0,1.0,1.0,1.0,2021.0,Other,24500000.0
